ensembl,FC,padj,gene
ENSG00000117298.16,0.060900352,0.135505224,ECE1
ENSG00000104983.8,0.061323909,0.916474275,CCDC61
ENSG00000135631.16,0.061611332,0.550134309,RAB11FIP5
ENSG00000143924.19,0.061788756,0.508975802,EML4
ENSG00000279092.1,0.061896229,0.956977475,AC025678.3
ENSG00000170464.10,0.062476655,0.793780835,DNAJC18
ENSG00000143409.15,0.062749506,0.932223751,MINDY1
ENSG00000138231.13,0.06284641,0.726156911,DBR1
ENSG00000119537.18,0.06286989,0.620017135,KDSR
ENSG00000129675.16,0.06288218,0.911344917,ARHGEF6
ENSG00000112941.14,0.063266498,0.620017135,TENT4A
ENSG00000213047.13,0.063680691,0.905394411,DENND1B
ENSG00000286408.1,0.063894491,0.949747322,AC113410.4
ENSG00000165637.13,0.063934885,0.335934394,VDAC2
ENSG00000116044.16,0.064147473,0.451889604,NFE2L2
ENSG00000112200.17,0.064296124,0.666901783,ZNF451
ENSG00000141349.8,0.064333176,0.64775018,G6PC3
ENSG00000078687.17,0.06442156,0.71232993,TNRC6C
ENSG00000100220.12,0.064542422,0.40952245,RTCB
ENSG00000162722.9,0.064701185,0.560146095,TRIM58
ENSG00000152904.11,0.065057817,0.75597768,GGPS1
ENSG00000109956.13,0.065191933,0.702897163,B3GAT1
ENSG00000116809.11,0.065272621,0.789172981,ZBTB17
ENSG00000177788.6,0.06537498,0.903236484,AL162595.1
ENSG00000141971.13,0.065566538,0.744179463,MVB12A
ENSG00000187720.14,0.06564286,0.36184766,THSD4
ENSG00000174748.21,0.065678412,0.056161907,RPL15
ENSG00000266412.5,0.065758349,0.311354017,NCOA4
ENSG00000197582.5,0.065818593,0.938539285,GPX1P1
ENSG00000129925.11,0.065899147,0.530830381,TMEM8A
ENSG00000272476.1,0.065950586,0.953524142,AL024507.2
ENSG00000206503.13,0.06601911,0.298785984,HLA-A
ENSG00000139178.11,0.066105816,0.808911963,C1RL
ENSG00000285330.1,0.066125956,0.976035655,AC126283.2
ENSG00000104969.10,0.066134241,0.403332287,SGTA
ENSG00000137642.13,0.066968295,0.63942743,SORL1
ENSG00000108861.9,0.067305016,0.58813856,DUSP3
ENSG00000259865.1,0.067934563,0.953524142,AL390728.6
ENSG00000113758.13,0.068038377,0.227011358,DBN1
ENSG00000242247.11,0.068039362,0.65074084,ARFGAP3
ENSG00000277147.6,0.06813498,0.936874623,LINC00869
ENSG00000110172.12,0.068163713,0.549271732,CHORDC1
ENSG00000183624.14,0.068440656,0.467492277,HMCES
ENSG00000180354.16,0.068610966,0.832818198,MTURN
ENSG00000286070.1,0.068664457,0.749631645,GGT1
ENSG00000034713.8,0.068960774,0.685118404,GABARAPL2
ENSG00000117748.10,0.069264917,0.607907329,RPA2
ENSG00000221983.8,0.069484551,0.181055516,UBA52
ENSG00000104998.4,0.069518246,0.645404273,IL27RA
ENSG00000085721.12,0.069598248,0.558669537,RRN3
ENSG00000185504.17,0.069869622,0.73599856,FAAP100
ENSG00000196152.10,0.069947059,0.847755622,ZNF79
ENSG00000278949.1,0.070041478,0.970238793,AC127070.4
ENSG00000276089.1,0.070064648,0.970858627,AL137060.6
ENSG00000087074.8,0.070201724,0.660627934,PPP1R15A
ENSG00000182173.13,0.070213957,0.764980498,TSEN54
ENSG00000121481.11,0.070396549,0.763585822,RNF2
ENSG00000126368.6,0.070453529,0.708676969,NR1D1
ENSG00000130726.12,0.070679355,0.077387923,TRIM28
ENSG00000131446.16,0.071498981,0.152621462,MGAT1
ENSG00000145022.4,0.071518329,0.685190888,TCTA
ENSG00000105993.15,0.071661335,0.181770167,DNAJB6
ENSG00000160050.14,0.07167742,0.888819904,CCDC28B
ENSG00000075303.13,0.071689567,0.682253373,SLC25A40
ENSG00000231050.1,0.071872335,0.969972434,AL109917.1
ENSG00000254959.6,0.072167857,0.97353273,INMT-MINDY4
ENSG00000143155.13,0.072508097,0.63090268,TIPRL
ENSG00000182963.10,0.072678894,0.619804026,GJC1
ENSG00000163346.17,0.072763384,0.883301724,PBXIP1
ENSG00000121067.19,0.072807913,0.550624626,SPOP
ENSG00000260288.4,0.072857835,0.958217163,AC019294.2
ENSG00000101181.17,0.072948162,0.634262012,MTG2
ENSG00000100129.18,0.073196444,0.231108558,EIF3L
ENSG00000166188.2,0.073226568,0.794221312,ZNF319
ENSG00000151348.14,0.07329342,0.250825479,EXT2
ENSG00000142444.7,0.073691172,0.795612341,TIMM29
ENSG00000146556.14,0.073819174,0.922161848,WASH2P
ENSG00000257519.1,0.074028081,0.968457123,AC078880.1
ENSG00000081665.14,0.074028081,0.968457123,ZNF506
ENSG00000162729.14,0.074060296,0.765350983,IGSF8
ENSG00000144681.10,0.074095464,0.705976952,STAC
ENSG00000267302.5,0.074443156,0.973071429,RNFT1-DT
ENSG00000279821.1,0.074443156,0.973071429,AC145098.2
ENSG00000112078.14,0.074749745,0.400921503,KCTD20
ENSG00000163584.18,0.074837306,0.630770521,RPL22L1
ENSG00000272525.1,0.074987745,0.958217163,AC099522.2
ENSG00000259705.1,0.074987745,0.958217163,AC084757.3
ENSG00000153922.10,0.075145746,0.399948322,CHD1
ENSG00000112210.12,0.075338285,0.668746873,RAB23
ENSG00000157191.20,0.075469527,0.557615808,NECAP2
ENSG00000124181.14,0.07555312,0.42692244,PLCG1
ENSG00000185499.16,0.075775733,0.860596428,MUC1
ENSG00000054356.14,0.075881343,0.511183367,PTPRN
ENSG00000117877.10,0.076052521,0.702313158,CD3EAP
ENSG00000156467.9,0.07615827,0.253935032,UQCRB
ENSG00000232233.1,0.07641761,0.950848416,LINC02043
ENSG00000170088.14,0.076434025,0.789988723,TMEM192
ENSG00000084636.18,0.076553336,0.7613071,COL16A1
ENSG00000112695.11,0.076648935,0.410425295,COX7A2
ENSG00000198918.8,0.077032707,0.175888095,RPL39
ENSG00000154144.13,0.077388916,0.682827864,TBRG1
ENSG00000232593.7,0.077449388,0.915025947,KANTR
ENSG00000072736.19,0.077596222,0.643465716,NFATC3
ENSG00000172687.13,0.077618159,0.942126371,ZNF738
ENSG00000242396.1,0.078035761,0.959558764,AC096536.2
ENSG00000127540.12,0.078045257,0.549684104,UQCR11
ENSG00000257365.8,0.07811485,0.682404483,FNTB
ENSG00000256646.7,0.078242174,0.714998322,AC010132.3
ENSG00000197951.9,0.078471412,0.828864429,ZNF71
ENSG00000236671.9,0.07859764,0.947890052,PRKG1-AS1
ENSG00000071243.16,0.078663732,0.727263219,ING3
ENSG00000240498.9,0.078671123,0.969668242,CDKN2B-AS1
ENSG00000242294.6,0.078684205,0.877962433,STAG3L5P
ENSG00000171208.10,0.078704457,0.246667889,NETO2
ENSG00000139318.8,0.079084957,0.25501409,DUSP6
ENSG00000162104.10,0.07911678,0.505847068,ADCY9
ENSG00000171763.19,0.079298093,0.84263714,SPATA5L1
ENSG00000140632.17,0.079514144,0.519644298,GLYR1
ENSG00000154114.12,0.079567151,0.769354711,TBCEL
ENSG00000173715.16,0.08009706,0.848041825,C11orf80
ENSG00000157823.17,0.080140813,0.674389475,AP3S2
ENSG00000112146.16,0.080486943,0.790171967,FBXO9
ENSG00000229368.1,0.080530278,0.948025208,AC090587.2
ENSG00000237943.7,0.080661125,0.876040109,PRKCQ-AS1
ENSG00000100109.17,0.080663614,0.59060438,TFIP11
ENSG00000169155.10,0.080735748,0.785127051,ZBTB43
ENSG00000137054.16,0.08075919,0.708967029,POLR1E
ENSG00000154920.14,0.081015567,0.783159013,EME1
ENSG00000104365.15,0.081088085,0.72110701,IKBKB
ENSG00000259479.6,0.081290376,0.862670798,SORD2P
ENSG00000276131.1,0.081416229,0.954799416,AC009118.2
ENSG00000224186.8,0.081550009,0.968457123,C5orf66
ENSG00000237950.2,0.081550009,0.968457123,AL357079.1
ENSG00000242110.8,0.081844522,0.670343809,AMACR
ENSG00000273320.1,0.082190757,0.955537932,AC007032.1
ENSG00000105701.16,0.082225769,0.246605719,FKBP8
ENSG00000274828.1,0.082387333,0.923600897,AC068473.5
ENSG00000116030.16,0.082609328,0.23439436,SUMO1
ENSG00000227036.8,0.082636695,0.624062657,LINC00511
ENSG00000214176.9,0.082653253,0.85547871,PLEKHM1P1
ENSG00000086289.12,0.082774416,0.413981682,EPDR1
ENSG00000197728.11,0.083061216,0.231085591,RPS26
ENSG00000166275.16,0.083097884,0.818699291,BORCS7
ENSG00000141380.14,0.083120554,0.411844114,SS18
ENSG00000261509.6,0.083364197,0.969409361,TP53TG3B
ENSG00000135334.9,0.083374448,0.503935818,AKIRIN2
ENSG00000244731.8,0.083423589,0.945749495,C4A
ENSG00000234771.3,0.083437478,0.954799416,SLC25A25-AS1
ENSG00000180660.8,0.083437478,0.954799416,MAB21L1
ENSG00000184227.8,0.083445959,0.863544971,ACOT1
ENSG00000136156.15,0.083575105,0.24928652,ITM2B
ENSG00000177885.15,0.083636421,0.126775984,GRB2
ENSG00000241837.7,0.083757894,0.373596476,ATP5PO
ENSG00000072134.15,0.083787875,0.481185841,EPN2
ENSG00000198604.11,0.083974452,0.568060341,BAZ1A
ENSG00000122958.15,0.084037182,0.460637126,VPS26A
ENSG00000131368.8,0.084058582,0.646988342,MRPS25
ENSG00000123243.15,0.084183846,0.753356463,ITIH5
ENSG00000112167.10,0.084754685,0.769899857,SAYSD1
ENSG00000108256.9,0.084990737,0.352022738,NUFIP2
ENSG00000184619.5,0.085363566,0.955537932,KRBA2
ENSG00000168062.10,0.085368537,0.899498673,BATF2
ENSG00000104763.19,0.085368884,0.505940333,ASAH1
ENSG00000164916.11,0.085384433,0.341350109,FOXK1
ENSG00000138036.18,0.08541793,0.89792615,DYNC2LI1
ENSG00000173867.10,0.085776622,0.978081236,AC013489.1
ENSG00000116005.12,0.085855859,0.213756779,PCYOX1
ENSG00000183479.12,0.085902906,0.93906544,TREX2
ENSG00000139233.7,0.085937492,0.580110983,LLPH
ENSG00000125746.16,0.086174587,0.713273547,EML2
ENSG00000106266.11,0.086299975,0.309086924,SNX8
ENSG00000066933.16,0.086326414,0.579129918,MYO9A
ENSG00000118181.11,0.086444608,0.067770735,RPS25
ENSG00000158109.15,0.086503073,0.601948856,TPRG1L
ENSG00000164100.9,0.086512302,0.938045829,NDST3
ENSG00000143443.10,0.086611673,0.897839211,C1orf56
ENSG00000052723.11,0.086917035,0.64449271,SIKE1
ENSG00000254004.7,0.086938534,0.7656404,ZNF260
ENSG00000196576.15,0.086967622,0.22622418,PLXNB2
ENSG00000162769.13,0.087634592,0.787561056,FLVCR1
ENSG00000152457.18,0.087724171,0.782719938,DCLRE1C
ENSG00000111641.11,0.088134552,0.279296581,NOP2
ENSG00000075420.13,0.088359736,0.102545365,FNDC3B
ENSG00000251602.7,0.088858525,0.910161245,AL928654.1
ENSG00000181163.13,0.088972367,7.24E-06,NPM1
ENSG00000072571.20,0.089075083,0.333386562,HMMR
ENSG00000104218.14,0.089130311,0.682827864,CSPP1
ENSG00000106336.13,0.089448571,0.953524142,FBXO24
ENSG00000100083.19,0.089513513,0.571691272,GGA1
ENSG00000140379.8,0.089533978,0.88224552,BCL2A1
ENSG00000123472.12,0.089577742,0.602514783,ATPAF1
ENSG00000234797.5,0.089592266,0.965211767,RPS3AP6
ENSG00000134940.14,0.089606388,0.96461524,ACRV1
ENSG00000259727.1,0.089606388,0.96461524,AC103740.2
ENSG00000276115.1,0.089606388,0.96461524,AC026356.2
ENSG00000225096.3,0.089606388,0.96461524,AL445250.1
ENSG00000231903.1,0.089606388,0.96461524,AC079354.2
ENSG00000198598.6,0.089675409,0.484861175,MMP17
ENSG00000118689.15,0.089941033,0.461421727,FOXO3
ENSG00000105732.13,0.090197451,0.645820173,ZNF574
ENSG00000139973.16,0.09030359,0.942460691,SYT16
ENSG00000039650.12,0.090577916,0.682253373,PNKP
ENSG00000173276.14,0.090597173,0.561153498,ZBTB21
ENSG00000046604.13,0.090630801,0.250275712,DSG2
ENSG00000170889.14,0.090698474,0.015093903,RPS9
ENSG00000151611.16,0.091089027,0.899816792,MMAA
ENSG00000196975.16,0.091206535,0.542140453,ANXA4
ENSG00000073150.14,0.091447714,0.680203438,PANX2
ENSG00000198771.11,0.0914793,0.890251797,RCSD1
ENSG00000152443.13,0.091596717,0.783209087,ZNF776
ENSG00000139350.11,0.09161152,0.56642295,NEDD1
ENSG00000115073.8,0.091620167,0.449924449,ACTR1B
ENSG00000120029.13,0.091630309,0.638857429,ARMH3
ENSG00000114383.10,0.091746934,0.684484062,TUSC2
ENSG00000099984.11,0.091758609,0.94408519,GSTT2
ENSG00000149930.18,0.091812129,0.350405559,TAOK2
ENSG00000196123.13,0.092027727,0.840375754,KIAA0895L
ENSG00000276368.1,0.092174945,0.964207001,HIST1H2AJ
ENSG00000083099.11,0.092210561,0.562069003,LYRM2
ENSG00000114503.11,0.092313228,0.249178727,NCBP2
ENSG00000166147.13,0.092369121,0.162519369,FBN1
ENSG00000120333.4,0.092408295,0.682253373,MRPS14
ENSG00000154124.5,0.092454786,0.453881868,OTULIN
ENSG00000031698.13,0.092800233,0.171559511,SARS
ENSG00000011566.15,0.092965512,0.625708541,MAP4K3
ENSG00000139990.18,0.093083693,0.560146095,DCAF5
ENSG00000123364.5,0.093116645,0.832279133,HOXC13
ENSG00000196227.11,0.093136465,0.54524168,FAM217B
ENSG00000183735.10,0.093686624,0.62414583,TBK1
ENSG00000171703.17,0.094232678,0.669042068,TCEA2
ENSG00000170633.16,0.09459138,0.530830381,RNF34
ENSG00000115268.9,0.094599682,0.010259371,RPS15
ENSG00000158863.22,0.095054607,0.609468384,FAM160B2
ENSG00000122406.14,0.095166003,0.013124322,RPL5
ENSG00000107651.13,0.095510224,0.371038721,SEC23IP
ENSG00000196757.8,0.095563209,0.835029964,ZNF700
ENSG00000160917.15,0.095599628,0.452220011,CPSF4
ENSG00000120451.10,0.095647704,0.326231454,SNX19
ENSG00000081692.12,0.095861654,0.655592976,JMJD4
ENSG00000107625.13,0.095896036,0.566085082,DDX50
ENSG00000051009.10,0.096471138,0.644473602,FAM160A2
ENSG00000284116.1,0.096532338,0.940986392,AL772307.1
ENSG00000081019.13,0.097012004,0.668151324,RSBN1
ENSG00000197149.5,0.097276291,0.961721579,AC107956.1
ENSG00000285533.2,0.097432425,0.910278652,RELA-DT
ENSG00000170142.12,0.097736304,0.573466573,UBE2E1
ENSG00000145293.16,0.097809185,0.417213934,ENOPH1
ENSG00000154229.12,0.098116705,0.181273943,PRKCA
ENSG00000274585.1,0.098187614,0.940209799,RNU2-1
ENSG00000138639.18,0.098336081,0.864054171,ARHGAP24
ENSG00000204922.5,0.0984478,0.631351462,UQCC3
ENSG00000114857.18,0.098510435,0.616937019,NKTR
ENSG00000197756.10,0.099092439,0.00044091,RPL37A
ENSG00000157637.13,0.099169771,0.199962599,SLC38A10
ENSG00000080546.13,0.099199055,0.7613071,SESN1
ENSG00000148943.12,0.099414574,0.437053102,LIN7C
ENSG00000167535.8,0.099477395,0.784484381,CACNB3
ENSG00000167797.7,0.09954137,0.502244734,CDK2AP2
ENSG00000148396.18,0.099614128,0.187563708,SEC16A
ENSG00000139921.13,0.099624612,0.099282996,TMX1
ENSG00000123384.14,0.099820596,0.275601229,LRP1
ENSG00000166780.11,0.099997331,0.412456198,BMERB1
ENSG00000081791.9,0.100028482,0.505567824,DELE1
ENSG00000132604.11,0.100275112,0.59262346,TERF2
ENSG00000153914.16,0.10094936,0.428482752,SREK1
ENSG00000183530.14,0.101105899,0.638336514,PRR14L
ENSG00000122786.20,0.10125446,0.016673658,CALD1
ENSG00000183741.12,0.101416564,0.087718081,CBX6
ENSG00000075188.9,0.101770932,0.673494984,NUP37
ENSG00000133243.10,0.102428948,0.307884753,BTBD2
ENSG00000104852.15,0.103012752,0.12520515,SNRNP70
ENSG00000100605.17,0.103834943,0.461835519,ITPK1
ENSG00000101773.19,0.104103093,0.414720645,RBBP8
ENSG00000265688.2,0.104209871,0.738635444,MAFG-DT
ENSG00000110107.9,0.104268752,0.142769119,PRPF19
ENSG00000100294.13,0.104642,0.688219569,MCAT
ENSG00000153904.20,0.104669899,0.452488208,DDAH1
ENSG00000182220.15,0.104920719,0.235631228,ATP6AP2
ENSG00000168918.14,0.105021975,0.960187946,INPP5D
ENSG00000239556.4,0.105021975,0.960187946,AC004951.2
ENSG00000188199.10,0.105220243,0.938974455,NUTM2B
ENSG00000127914.16,0.105538656,0.344586399,AKAP9
ENSG00000185201.16,0.105686716,0.924072688,IFITM2
ENSG00000143971.9,0.105908863,0.70749245,ETAA1
ENSG00000213071.11,0.105955883,0.935200725,LPAL2
ENSG00000102466.15,0.106053614,0.938788145,FGF14
ENSG00000119522.16,0.106076834,0.507427373,DENND1A
ENSG00000184319.16,0.106471492,0.665159168,RPL23AP82
ENSG00000253368.4,0.106514713,0.297721971,TRNP1
ENSG00000166598.15,0.10672866,8.66E-06,HSP90B1
ENSG00000163161.13,0.106961286,0.401180101,ERCC3
ENSG00000241343.9,0.106998855,0.075191993,RPL36A
ENSG00000147324.11,0.107377034,0.401666397,MFHAS1
ENSG00000125970.12,0.107502209,0.081058039,RALY
ENSG00000173542.8,0.107553951,0.503555265,MOB1B
ENSG00000282137.1,0.107608164,0.958217163,OR4G3P
ENSG00000234883.6,0.107608164,0.958217163,MIR155HG
ENSG00000139631.18,0.107608164,0.958217163,CSAD
ENSG00000198046.12,0.107608164,0.958217163,ZNF667
ENSG00000135083.15,0.107752566,0.457834309,CCNJL
ENSG00000175137.11,0.107951539,0.573381356,SH3BP5L
ENSG00000084207.17,0.108053502,0.035954827,GSTP1
ENSG00000167380.16,0.108134805,0.769899857,ZNF226
ENSG00000167604.14,0.10821616,0.943193538,NFKBID
ENSG00000011422.12,0.108478793,0.128386733,PLAUR
ENSG00000215375.6,0.108493362,0.933538191,MYL5
ENSG00000105552.15,0.1085125,0.678132068,BCAT2
ENSG00000134461.16,0.108548168,0.79538117,ANKRD16
ENSG00000165630.14,0.10855778,0.65742276,PRPF18
ENSG00000160408.14,0.108802432,0.523014309,ST6GALNAC6
ENSG00000118058.22,0.109217264,0.375398912,KMT2A
ENSG00000254726.3,0.109241209,0.845503682,MEX3A
ENSG00000105281.12,0.109416728,0.015913851,SLC1A5
ENSG00000155252.13,0.109614985,0.311354017,PI4K2A
ENSG00000281649.2,0.109688595,0.335004356,EBLN3P
ENSG00000171940.13,0.109697742,0.145907607,ZNF217
ENSG00000152464.15,0.109984902,0.750040464,RPP38
ENSG00000240801.1,0.110291985,0.956763277,AC132217.1
ENSG00000239653.1,0.110296389,0.957666562,PSMD6-AS2
ENSG00000232065.1,0.110296389,0.957666562,LINC01063
ENSG00000255317.1,0.110296389,0.957666562,AP002833.2
ENSG00000205177.6,0.110296389,0.957666562,C11orf91
ENSG00000119446.14,0.110505197,0.476719816,RBM18
ENSG00000237651.6,0.110602661,0.746236758,C2orf74
ENSG00000222011.9,0.110697179,0.835334339,FAM185A
ENSG00000167996.16,0.111212262,1.28E-05,FTH1
ENSG00000068079.7,0.111231138,0.729000387,IFI35
ENSG00000261732.1,0.11142542,0.937241017,AL031708.1
ENSG00000279217.1,0.111473708,0.970561874,Z95114.1
ENSG00000151883.18,0.111634254,0.740344788,PARP8
ENSG00000059122.16,0.111913471,0.51586895,FLYWCH1
ENSG00000169019.11,0.112001161,0.60196818,COMMD8
ENSG00000118600.12,0.112069514,0.69064564,RXYLT1
ENSG00000163521.16,0.112124987,0.803364382,GLB1L
ENSG00000187097.12,0.112157396,0.670240253,ENTPD5
ENSG00000225345.3,0.112234415,0.83669845,SNX18P3
ENSG00000136636.13,0.112373802,0.388325714,KCTD3
ENSG00000083520.15,0.112575849,0.25370758,DIS3
ENSG00000167196.14,0.112785357,0.431180767,FBXO22
ENSG00000281358.1,0.112838201,0.943634696,RASSF1-AS1
ENSG00000090006.17,0.112864051,0.44223268,LTBP4
ENSG00000148019.13,0.112976028,0.388307769,CEP78
ENSG00000186298.12,0.113081868,0.028520535,PPP1CC
ENSG00000106479.11,0.113346171,0.741740864,ZNF862
ENSG00000206418.4,0.113446242,0.670302872,RAB12
ENSG00000080822.17,0.113593641,0.340041829,CLDND1
ENSG00000167136.7,0.113623301,0.662090311,ENDOG
ENSG00000011243.18,0.113806776,0.540838174,AKAP8L
ENSG00000169902.15,0.114063851,0.203089337,TPST1
ENSG00000269486.2,0.114223006,0.943252069,ERVK9-11
ENSG00000248866.1,0.114244712,0.920066121,USP46-AS1
ENSG00000144231.11,0.114323337,0.234593741,POLR2D
ENSG00000174013.8,0.114543174,0.37478648,FBXO45
ENSG00000275066.5,0.114661794,0.466024253,SYNRG
ENSG00000147654.15,0.114683729,0.646534797,EBAG9
ENSG00000168096.15,0.11476906,0.753765163,ANKS3
ENSG00000090905.19,0.114777087,0.315610057,TNRC6A
ENSG00000137073.21,0.114841239,0.155446098,UBAP2
ENSG00000174173.7,0.114890858,0.530830381,TRMT10C
ENSG00000164509.15,0.115104124,0.482135286,IL31RA
ENSG00000197448.14,0.115232116,0.42692244,GSTK1
ENSG00000073614.13,0.115311495,0.109093304,KDM5A
ENSG00000070081.17,0.115445596,0.202268224,NUCB2
ENSG00000102908.22,0.115449108,0.415363556,NFAT5
ENSG00000170835.14,0.11548579,0.95658868,CEL
ENSG00000286215.1,0.11548579,0.95658868,AL356534.1
ENSG00000260927.2,0.11548579,0.95658868,AC009107.2
ENSG00000279965.1,0.11548579,0.95658868,AL390755.2
ENSG00000117155.16,0.115567508,0.290086592,SSX2IP
ENSG00000174197.16,0.115580325,0.515557545,MGA
ENSG00000102241.12,0.116166714,0.256289055,HTATSF1
ENSG00000133433.10,0.116454302,0.590996614,GSTT2B
ENSG00000103479.16,0.116660498,0.533508856,RBL2
ENSG00000077150.20,0.116770327,0.451206508,NFKB2
ENSG00000122741.16,0.116854753,0.50957416,DCAF10
ENSG00000196235.14,0.116874335,0.091399279,SUPT5H
ENSG00000108828.16,0.116887255,0.199962599,VAT1
ENSG00000165186.12,0.116916587,0.758527163,PTCHD1
ENSG00000168890.14,0.11708684,0.858433821,TMEM150A
ENSG00000152684.11,0.117253252,0.266856392,PELO
ENSG00000185112.6,0.117292256,0.163226454,FAM43A
ENSG00000183723.12,0.117548183,0.326548115,CMTM4
ENSG00000175595.14,0.117735163,0.62791495,ERCC4
ENSG00000276291.5,0.117779176,0.844149142,FRG1HP
ENSG00000113658.18,0.117801191,0.086472882,SMAD5
ENSG00000110075.14,0.117953844,0.167579493,PPP6R3
ENSG00000236098.1,0.117965378,0.955438471,AC097059.1
ENSG00000255062.1,0.117965378,0.955438471,AP001318.2
ENSG00000204745.4,0.11804614,0.874699717,AC083899.1
ENSG00000215190.9,0.118136632,0.839719888,LINC00680
ENSG00000152558.15,0.1182616,0.017465852,TMEM123
ENSG00000172081.14,0.118399171,0.379227232,MOB3A
ENSG00000099992.15,0.11840351,0.645900341,TBC1D10A
ENSG00000166446.15,0.118602275,0.371038721,CDYL2
ENSG00000136197.12,0.118878108,0.733719837,C7orf25
ENSG00000267745.1,0.118956485,0.867787,AC060766.7
ENSG00000119138.4,0.118987139,0.495254497,KLF9
ENSG00000103599.20,0.119134111,0.905429384,IQCH
ENSG00000186577.14,0.119337605,0.581224918,SMIM29
ENSG00000179387.10,0.119476969,0.472168711,ELMOD2
ENSG00000284930.1,0.119603904,0.943252069,AC005280.2
ENSG00000143603.19,0.11989081,0.688924441,KCNN3
ENSG00000136603.14,0.120348864,0.11875285,SKIL
ENSG00000133422.13,0.120414413,0.222440879,MORC2
ENSG00000216866.5,0.120424789,0.836138569,RPS2P55
ENSG00000137185.12,0.121047622,0.82286189,ZSCAN9
ENSG00000197265.9,0.121324185,0.416310877,GTF2E2
ENSG00000100316.16,0.121504782,2.58E-07,RPL3
ENSG00000230487.8,0.121662209,0.503130159,PSMG3-AS1
ENSG00000065989.16,0.121699697,0.691864247,PDE4A
ENSG00000176171.11,0.122113906,0.318539495,BNIP3
ENSG00000164983.7,0.122218266,0.244945192,TMEM65
ENSG00000279861.1,0.12227632,0.960286792,AC073548.1
ENSG00000116586.11,0.12239579,0.594519041,LAMTOR2
ENSG00000261220.2,0.122528014,0.915849896,AC103706.1
ENSG00000105429.13,0.122528773,0.158395026,MEGF8
ENSG00000204116.11,0.122578611,0.663026987,CHIC1
ENSG00000175105.7,0.122699358,0.600345943,ZNF654
ENSG00000108395.14,0.12310682,0.362270472,TRIM37
ENSG00000270956.1,0.12343823,0.912665846,AC009948.3
ENSG00000265401.1,0.123663149,0.940214267,AC093484.3
ENSG00000103005.11,0.123696885,0.175622776,USB1
ENSG00000197620.11,0.12392423,0.714871923,CXorf40A
ENSG00000028528.15,0.123946042,0.316292029,SNX1
ENSG00000103942.13,0.124146515,0.493651455,HOMER2
ENSG00000114166.8,0.124253084,0.627595794,KAT2B
ENSG00000011028.14,0.124345031,0.00144952,MRC2
ENSG00000204428.12,0.124461627,0.956108418,LY6G5C
ENSG00000147996.16,0.124519757,0.670157187,CBWD5
ENSG00000143420.18,0.124591629,0.107821891,ENSA
ENSG00000217416.4,0.124765548,0.956985883,ISCA1P1
ENSG00000242516.2,0.125220464,0.79824587,LINC00960
ENSG00000125952.20,0.125297694,0.287946212,MAX
ENSG00000159842.15,0.125376696,0.229948937,ABR
ENSG00000283078.1,0.125412768,0.924575592,AL137077.2
ENSG00000234857.2,0.125501908,0.096501582,HNRNPUL2-BSCL2
ENSG00000101442.10,0.125567884,0.707583026,ACTR5
ENSG00000197496.6,0.125719832,0.615220954,SLC2A10
ENSG00000168818.10,0.125938728,0.549505216,STX18
ENSG00000102897.10,0.126054807,0.674459667,LYRM1
ENSG00000165804.16,0.126150772,0.591655159,ZNF219
ENSG00000129083.12,0.126219662,0.014962894,COPB1
ENSG00000147679.12,0.126323638,0.376364505,UTP23
ENSG00000197296.6,0.126326602,0.530844234,FITM2
ENSG00000183864.5,0.126441712,0.305839554,TOB2
ENSG00000215196.5,0.126711242,0.940319916,BASP1-AS1
ENSG00000108433.16,0.126827047,0.27782177,GOSR2
ENSG00000068024.16,0.126930299,0.385115612,HDAC4
ENSG00000137504.13,0.127057231,0.432867486,CREBZF
ENSG00000285053.1,0.127251232,0.70749245,TBCE
ENSG00000135473.15,0.127546754,0.75373911,PAN2
ENSG00000166813.15,0.12767595,0.622736197,KIF7
ENSG00000243156.9,0.128051497,0.067227158,MICAL3
ENSG00000161091.13,0.128105082,0.011379059,MFSD12
ENSG00000245937.8,0.128129539,0.520515853,LINC01184
ENSG00000176998.4,0.128146679,0.940214267,HCG4
ENSG00000134627.12,0.128146679,0.940214267,PIWIL4
ENSG00000134077.16,0.128184486,0.304323608,THUMPD3
ENSG00000170832.13,0.128358855,0.154987886,USP32
ENSG00000171603.17,0.128452749,0.00349279,CLSTN1
ENSG00000266173.7,0.128551129,0.523168001,STRADA
ENSG00000164631.19,0.128815158,0.336238192,ZNF12
ENSG00000148925.10,0.128972093,0.326818166,BTBD10
ENSG00000129195.16,0.128997771,0.155884433,PIMREG
ENSG00000196284.16,0.129018457,0.729764766,SUPT3H
ENSG00000196422.11,0.129445722,0.400306442,PPP1R26
ENSG00000164654.16,0.129698107,0.417089217,MIOS
ENSG00000104863.12,0.130897391,0.895403006,LIN7B
ENSG00000243554.1,0.130983242,0.938201806,AC004967.1
ENSG00000115756.13,0.131530102,0.028130959,HPCAL1
ENSG00000100246.13,0.131612221,0.794089375,DNAL4
ENSG00000132475.10,0.131704842,1.43E-06,H3F3B
ENSG00000213918.10,0.13180099,0.828975591,DNASE1
ENSG00000182621.18,0.131816818,0.403885956,PLCB1
ENSG00000125733.18,0.131829536,0.35149242,TRIP10
ENSG00000240342.3,0.132025016,0.040422696,RPS2P5
ENSG00000165417.12,0.132175326,0.373650933,GTF2A1
ENSG00000127418.15,0.132348266,0.088260138,FGFRL1
