ensembl,FC,padj,gene
ENSG00000174953.14,0.294001961,0.0014577,DHX36
ENSG00000126870.16,0.294018015,0.281180255,WDR60
ENSG00000280347.1,0.294255263,0.62147614,AC000123.3
ENSG00000166167.18,0.294270759,0.066165944,BTRC
ENSG00000157764.13,0.29428834,0.030969492,BRAF
ENSG00000240857.2,0.294342605,0.097528696,RDH14
ENSG00000086061.16,0.294350639,1.74E-09,DNAJA1
ENSG00000166352.16,0.294414546,0.395670936,C11orf74
ENSG00000167702.12,0.294480813,0.418175215,KIFC2
ENSG00000168439.16,0.294654771,5.86E-10,STIP1
ENSG00000164941.14,0.294933668,0.014701939,INTS8
ENSG00000125510.17,0.294944902,0.441066346,OPRL1
ENSG00000185019.17,0.294960983,0.261205698,UBOX5
ENSG00000185716.12,0.295395226,0.152177577,MOSMO
ENSG00000089195.15,0.295838159,0.00313202,TRMT6
ENSG00000155906.19,0.296225604,0.03666177,RMND1
ENSG00000100280.16,0.297276859,6.78E-10,AP1B1
ENSG00000168765.17,0.297391453,0.111105343,GSTM4
ENSG00000137218.10,0.297546354,0.701580436,FRS3
ENSG00000260007.3,0.297808618,0.532412751,AC107871.1
ENSG00000243477.5,0.298096649,0.563288696,NAA80
ENSG00000130340.16,0.298453394,3.89E-06,SNX9
ENSG00000159882.13,0.298799062,0.576773201,ZNF230
ENSG00000122033.14,0.298814905,0.141804796,MTIF3
ENSG00000162104.10,0.299104791,0.071619006,ADCY9
ENSG00000183580.10,0.299148259,0.022932135,FBXL7
ENSG00000214654.8,0.29926826,0.649606449,B3GNT10
ENSG00000266412.5,0.299313324,1.04E-07,NCOA4
ENSG00000090013.11,0.299329432,0.017009295,BLVRB
ENSG00000083844.10,0.299433,0.209972274,ZNF264
ENSG00000198105.14,0.299662931,0.345705234,ZNF248
ENSG00000174233.11,0.30031715,0.037869779,ADCY6
ENSG00000126602.11,0.300510616,1.22E-05,TRAP1
ENSG00000109572.14,0.300838816,1.66E-09,CLCN3
ENSG00000184277.13,0.301171543,0.061193127,TM2D3
ENSG00000110921.14,0.301521211,0.205712033,MVK
ENSG00000270885.2,0.301537192,0.659113383,RASL10B
ENSG00000137876.10,0.302328878,2.78E-05,RSL24D1
ENSG00000119402.17,0.30286058,0.006390402,FBXW2
ENSG00000168061.15,0.302903257,0.195818253,SAC3D1
ENSG00000180628.15,0.302940564,0.013231731,PCGF5
ENSG00000052749.13,0.303189515,0.002835743,RRP12
ENSG00000101439.9,0.303346685,2.29E-09,CST3
ENSG00000166685.12,0.303484796,0.021607877,COG1
ENSG00000278238.1,0.30351645,0.832912583,AL359513.1
ENSG00000125409.13,0.30351645,0.832912583,TEKT3
ENSG00000146802.13,0.303519626,0.090062744,TMEM168
ENSG00000178935.5,0.303958534,0.474696669,ZNF552
ENSG00000198171.13,0.304010959,0.000142463,DDRGK1
ENSG00000166946.14,0.304193773,0.052246488,CCNDBP1
ENSG00000119912.17,0.304578569,0.010947716,IDE
ENSG00000146842.17,0.304789706,0.092598039,TMEM209
ENSG00000077232.18,0.304925121,1.80E-06,DNAJC10
ENSG00000155903.12,0.305207394,0.214501352,RASA2
ENSG00000052723.11,0.305577478,0.023267064,SIKE1
ENSG00000092108.21,0.305771472,0.019256289,SCFD1
ENSG00000124172.10,0.306009647,2.46E-06,ATP5F1E
ENSG00000132963.8,0.306222982,1.05E-05,POMP
ENSG00000283633.1,0.306247989,0.832372131,AP000547.3
ENSG00000123965.13,0.306589722,0.829469655,PMS2P5
ENSG00000165795.23,0.306740004,0.195580718,NDRG2
ENSG00000274471.2,0.306895113,0.832050362,AC242376.2
ENSG00000204406.13,0.30716388,0.09088774,MBD5
ENSG00000175054.16,0.307518663,0.060229455,ATR
ENSG00000118816.10,0.307660625,9.87E-10,CCNI
ENSG00000205464.12,0.308105281,0.75748618,ATP6AP1L
ENSG00000163866.9,0.308186354,0.007552314,SMIM12
ENSG00000182272.12,0.308205601,0.053448893,B4GALNT4
ENSG00000144909.8,0.308647621,0.021213738,OSBPL11
ENSG00000100083.19,0.308716101,0.000571315,GGA1
ENSG00000169359.16,0.309260818,0.013577815,SLC33A1
ENSG00000270177.1,0.309458119,0.828135646,AC104109.2
ENSG00000266173.7,0.309481117,0.041499718,STRADA
ENSG00000075975.16,0.309781232,0.000221006,MKRN2
ENSG00000125952.20,0.309944917,0.004723272,MAX
ENSG00000171763.19,0.310235146,0.220113825,SPATA5L1
ENSG00000067177.15,0.310238465,0.168972989,PHKA1
ENSG00000183779.7,0.310356246,5.59E-05,ZNF703
ENSG00000164609.10,0.310576126,0.007299257,SLU7
ENSG00000131174.7,0.310667698,7.37E-05,COX7B
ENSG00000125995.16,0.310684194,0.005084997,ROMO1
ENSG00000064999.15,0.310954761,0.013677886,ANKS1A
ENSG00000259623.1,0.311147152,0.915154806,AC125257.1
ENSG00000074842.7,0.311181374,7.77E-05,MYDGF
ENSG00000075234.17,0.31197518,0.00432401,TTC38
ENSG00000140943.17,0.312046137,1.47E-05,MBTPS1
ENSG00000164300.17,0.312120338,1.99E-05,SERINC5
ENSG00000286699.1,0.312532972,0.828192739,AC084198.2
ENSG00000225969.2,0.312640931,0.840307544,ABHD11-AS1
ENSG00000107223.13,0.312931385,5.02E-06,EDF1
ENSG00000254122.2,0.31296288,0.470916739,PCDHGB7
ENSG00000197763.17,0.313023354,0.119206283,TXNRD3
ENSG00000118260.15,0.313234234,0.00559701,CREB1
ENSG00000174501.14,0.313285273,0.499458927,ANKRD36C
ENSG00000116857.17,0.313654852,0.003612873,TMEM9
ENSG00000185670.8,0.313694551,0.708009735,ZBTB3
ENSG00000101079.21,0.313797518,0.017585656,NDRG3
ENSG00000134900.12,0.313955441,0.00171696,TPP2
ENSG00000135503.13,0.314285562,0.049454705,ACVR1B
ENSG00000102241.12,0.314309582,0.00343312,HTATSF1
ENSG00000145087.12,0.314748241,0.427232057,STXBP5L
ENSG00000114982.19,0.3148564,0.000816879,KANSL3
ENSG00000184351.8,0.315084266,0.834764438,KRTAP19-1
ENSG00000160271.16,0.315189673,0.030464183,RALGDS
ENSG00000180229.12,0.315501026,0.700424275,HERC2P3
ENSG00000188229.6,0.315817927,1.35E-11,TUBB4B
ENSG00000162512.16,0.316042507,3.62E-25,SDC3
ENSG00000187135.7,0.316085922,0.533943675,VSTM2B
ENSG00000155287.11,0.316091229,0.373376937,SLC25A28
ENSG00000233762.3,0.316212305,0.834795494,AC007969.1
ENSG00000146278.11,0.31635861,0.003253386,PNRC1
ENSG00000146070.17,0.31672488,0.703534789,PLA2G7
ENSG00000184182.18,0.316772557,0.004180802,UBE2F
ENSG00000172164.15,0.316846812,0.055087559,SNTB1
ENSG00000144355.15,0.316971674,0.33776315,DLX1
ENSG00000270629.6,0.317320271,0.084962284,NBPF14
ENSG00000122126.17,0.317418771,0.075532857,OCRL
ENSG00000183475.12,0.317890092,0.112740576,ASB7
ENSG00000048991.16,0.317977542,0.00751527,R3HDM1
ENSG00000197265.9,0.318168401,0.044455823,GTF2E2
ENSG00000197170.10,0.31827252,6.19E-05,PSMD12
ENSG00000159650.9,0.318555661,0.760323324,UROC1
ENSG00000267001.1,0.318595431,0.660337961,AC006538.2
ENSG00000109586.12,0.318765948,0.00818444,GALNT7
ENSG00000165275.10,0.318871708,0.533971453,TRMT10B
ENSG00000160058.18,0.318890703,0.006626394,BSDC1
ENSG00000260032.2,0.319029309,2.30E-20,NORAD
ENSG00000268516.2,0.319161623,0.70567134,AC020915.2
ENSG00000164403.14,0.319209941,0.40676475,SHROOM1
ENSG00000185220.12,0.319489491,0.508024549,PGBD2
ENSG00000139620.12,0.319687459,0.063390525,KANSL2
ENSG00000131446.16,0.319801692,6.10E-08,MGAT1
ENSG00000197296.6,0.320228825,0.018851369,FITM2
ENSG00000179988.14,0.320527005,0.533573637,PSTK
ENSG00000227195.11,0.320620972,0.106828613,MIR663AHG
ENSG00000128394.17,0.320774875,0.357699996,APOBEC3F
ENSG00000159184.7,0.320906982,0.283067982,HOXB13
ENSG00000104687.14,0.32144408,7.41E-07,GSR
ENSG00000010219.13,0.32177984,0.320239072,DYRK4
ENSG00000119689.15,0.321868722,6.50E-06,DLST
ENSG00000239521.8,0.321980741,0.294111152,CASTOR3
ENSG00000174839.13,0.3220699,0.069489054,DENND6A
ENSG00000243155.1,0.32207738,0.833825976,AL162431.1
ENSG00000176909.12,0.322259086,0.830665142,MAMSTR
ENSG00000269556.8,0.322326352,0.006172195,TMEM185A
ENSG00000227540.1,0.322611512,0.82905335,AC016394.1
ENSG00000130830.15,0.322748137,0.005265533,MPP1
ENSG00000122557.10,0.322882968,0.174712486,HERPUD2
ENSG00000077721.16,0.322890234,0.03340681,UBE2A
ENSG00000136522.14,0.323539066,0.008610382,MRPL47
ENSG00000116237.16,0.323950435,7.29E-11,ICMT
ENSG00000186020.13,0.324381937,0.312827348,ZNF529
ENSG00000078618.21,0.324497042,1.04E-08,NRDC
ENSG00000119446.14,0.324929148,0.003599647,RBM18
ENSG00000174013.8,0.325382787,0.015068717,FBXO45
ENSG00000153310.19,0.325526709,7.54E-05,FAM49B
ENSG00000176148.16,0.325534117,0.194424962,TCP11L1
ENSG00000260442.5,0.325599046,0.828169818,ATP2A1-AS1
ENSG00000125630.15,0.325674299,1.73E-05,POLR1B
ENSG00000244398.1,0.325806879,0.702894325,AC116533.1
ENSG00000062725.10,0.325830529,0.00253994,APPBP2
ENSG00000103066.13,0.32593227,0.079723453,PLA2G15
ENSG00000175879.9,0.32600374,0.254957016,HOXD8
ENSG00000251209.9,0.326232506,0.832400009,LINC00923
ENSG00000138594.14,0.326489944,0.003390297,TMOD3
ENSG00000023516.9,0.326647811,0.000154983,AKAP11
ENSG00000103145.10,0.326741133,0.115447489,HCFC1R1
ENSG00000111145.8,0.326940746,0.012011813,ELK3
ENSG00000227097.5,0.326979459,0.004575914,RPS28P7
ENSG00000187866.10,0.32699195,0.238732268,FAM122A
ENSG00000153922.10,0.327020421,3.60E-05,CHD1
ENSG00000106299.8,0.327139899,6.99E-05,WASL
ENSG00000152484.14,0.327163713,0.000679014,USP12
ENSG00000115486.12,0.327186785,9.35E-05,GGCX
ENSG00000134375.11,0.327220827,0.000208764,TIMM17A
ENSG00000132356.11,0.327939505,0.000975835,PRKAA1
ENSG00000263004.2,0.32850844,0.612795513,AC007114.1
ENSG00000100664.11,0.328610048,9.25E-11,EIF5
ENSG00000156313.14,0.329210983,0.098672051,RPGR
ENSG00000161921.15,0.329364573,0.235592904,CXCL16
ENSG00000241399.7,0.329942228,0.346009855,CD302
ENSG00000180233.11,0.33033044,0.223494094,ZNRF2
ENSG00000135870.11,0.330843892,0.046618585,RC3H1
ENSG00000116786.13,0.330856709,1.17E-05,PLEKHM2
ENSG00000270964.1,0.330891918,0.841647817,AC016355.1
ENSG00000015153.14,0.33101729,0.269822408,YAF2
ENSG00000241288.8,0.331293881,0.779484802,LINC02614
ENSG00000075420.13,0.331458073,3.27E-06,FNDC3B
ENSG00000184508.11,0.331977331,0.235976261,HDDC3
ENSG00000163344.6,0.332015903,0.016972324,PMVK
ENSG00000198237.8,0.332106575,0.831753722,AC131392.1
ENSG00000141568.21,0.332183417,1.90E-06,FOXK2
ENSG00000256116.1,0.332215262,0.830224604,AP001453.1
ENSG00000163607.16,0.332222627,0.184001145,GTPBP8
ENSG00000121671.12,0.332223968,0.270785452,CRY2
ENSG00000262089.1,0.332389479,0.712511683,AC040977.1
ENSG00000090006.17,0.332458426,0.048351524,LTBP4
ENSG00000106049.9,0.332569703,0.005863318,HIBADH
ENSG00000164253.14,0.33265661,0.004968872,WDR41
ENSG00000101290.14,0.332845356,0.000117664,CDS2
ENSG00000164366.4,0.333015279,0.004196987,CCDC127
ENSG00000113558.18,0.333129666,6.28E-12,SKP1
ENSG00000130208.9,0.333142862,0.015059554,APOC1
ENSG00000155099.8,0.333672891,0.001298176,PIP4P2
ENSG00000100612.14,0.333715325,0.001521374,DHRS7
ENSG00000114416.18,0.333855002,8.20E-10,FXR1
ENSG00000165502.7,0.333989378,6.11E-06,RPL36AL
ENSG00000149262.17,0.334028137,0.001448654,INTS4
ENSG00000186854.11,0.334046642,0.571744589,TRABD2A
ENSG00000167110.17,0.334148509,0.001579061,GOLGA2
ENSG00000127990.19,0.334177937,0.00736401,SGCE
ENSG00000134516.17,0.334647602,0.836476531,DOCK2
ENSG00000254635.6,0.334817206,0.053743028,WAC-AS1
ENSG00000251493.5,0.33553964,0.172217288,FOXD1
ENSG00000165898.14,0.335600399,0.194444459,ISCA2
ENSG00000111144.10,0.335777559,6.72E-06,LTA4H
ENSG00000198598.6,0.335950663,0.000488551,MMP17
ENSG00000213762.12,0.336094996,0.089396735,ZNF134
ENSG00000196387.9,0.336155483,0.539311094,ZNF140
ENSG00000085788.14,0.336219054,0.038082577,DDHD2
ENSG00000286104.1,0.336263938,0.70155488,AC016629.3
ENSG00000176998.4,0.336327687,0.835484105,HCG4
ENSG00000188243.12,0.336350786,0.01974242,COMMD6
ENSG00000213523.10,0.336698087,0.015980645,SRA1
ENSG00000169228.14,0.336984477,0.091836458,RAB24
ENSG00000177990.12,0.337368649,0.703006854,DPY19L2
ENSG00000143740.14,0.337370415,0.03269365,SNAP47
ENSG00000105669.14,0.33762473,1.46E-05,COPE
ENSG00000177144.7,0.337820855,0.695054559,NUDT4B
ENSG00000100364.18,0.337911841,4.72E-24,KIAA0930
ENSG00000273492.6,0.338262959,0.833092681,AP000229.1
ENSG00000111087.10,0.338554773,0.704823248,GLI1
ENSG00000286215.1,0.338696032,0.829469655,AL356534.1
ENSG00000111011.18,0.33889603,0.003906814,RSRC2
ENSG00000184785.6,0.340234249,0.455438649,SMIM10
ENSG00000181191.11,0.340253498,0.022544864,PJA1
ENSG00000138685.15,0.340535923,0.174628013,FGF2
ENSG00000142528.16,0.3407017,0.172864919,ZNF473
ENSG00000136327.7,0.340843735,0.705633812,NKX2-8
ENSG00000180818.5,0.341127396,0.035096543,HOXC10
ENSG00000125818.18,0.341202945,2.38E-07,PSMF1
ENSG00000103111.15,0.341368268,0.004356538,MON1B
ENSG00000107021.16,0.34139132,0.029164264,TBC1D13
ENSG00000287729.1,0.341831423,0.831505518,AF241728.2
ENSG00000104969.10,0.341845913,8.02E-05,SGTA
ENSG00000196776.16,0.341912215,0.000229467,CD47
ENSG00000169519.21,0.342132824,0.057710958,METTL15
ENSG00000100220.12,0.342237628,1.39E-14,RTCB
ENSG00000170315.14,0.342642303,7.47E-58,UBB
ENSG00000198677.11,0.342715062,6.32E-07,TTC37
ENSG00000125844.16,0.342789689,1.35E-09,RRBP1
ENSG00000068024.16,0.342798964,0.018135897,HDAC4
ENSG00000000457.14,0.343058154,0.321368286,SCYL3
ENSG00000144535.19,0.343124941,0.068053977,DIS3L2
ENSG00000162073.14,0.3433017,0.011494425,PAQR4
ENSG00000142192.21,0.34341793,3.64E-29,APP
ENSG00000088832.17,0.343601687,3.78E-22,FKBP1A
ENSG00000075089.9,0.344225531,0.078345086,ACTR6
ENSG00000073331.18,0.344257527,0.297165364,ALPK1
ENSG00000259673.6,0.34436826,0.620099057,IQCH-AS1
ENSG00000137692.12,0.344415647,0.005829368,DCUN1D5
ENSG00000161204.11,0.344432725,0.001214441,ABCF3
ENSG00000244731.8,0.344520683,0.771283435,C4A
ENSG00000135821.18,0.344758708,1.19E-15,GLUL
ENSG00000112234.9,0.34486961,0.01623521,FBXL4
ENSG00000157350.13,0.345051034,0.001806376,ST3GAL2
ENSG00000236404.10,0.345439777,0.66665646,VLDLR-AS1
ENSG00000183072.10,0.345681704,0.038067482,NKX2-5
ENSG00000187186.15,0.345788059,0.553356908,AL162231.1
ENSG00000032444.16,0.346020758,0.000109922,PNPLA6
ENSG00000081985.11,0.346353122,0.620251072,IL12RB2
ENSG00000170571.12,0.346365078,0.137408657,EMB
ENSG00000168374.11,0.347014349,6.89E-08,ARF4
ENSG00000198874.13,0.347143444,0.073581824,TYW1
ENSG00000130703.16,0.347233304,0.002657894,OSBPL2
ENSG00000152642.10,0.34773516,0.004588416,GPD1L
ENSG00000116128.11,0.347746687,0.028662838,BCL9
ENSG00000261824.7,0.347864642,0.148148725,LINC00662
ENSG00000023902.14,0.347866129,0.062162406,PLEKHO1
ENSG00000174842.17,0.347985277,0.222949458,GLMN
ENSG00000250634.6,0.348176672,0.766762121,LINC01182
ENSG00000085721.12,0.348600616,0.001706846,RRN3
ENSG00000080371.6,0.348933693,0.000485736,RAB21
ENSG00000275740.1,0.349719724,0.072420683,AC091959.3
ENSG00000186615.11,0.349842044,0.615774557,KTN1-AS1
ENSG00000129197.14,0.350177251,0.024390745,RPAIN
ENSG00000197712.12,0.350574088,0.002234686,FAM114A1
ENSG00000152102.18,0.350588939,1.99E-11,FAM168B
ENSG00000163704.12,0.350630173,0.718513398,PRRT3
ENSG00000068438.15,0.350714429,0.015746778,FTSJ1
ENSG00000156697.13,0.350773434,0.025774034,UTP14A
ENSG00000129472.15,0.350809706,0.22465013,RAB2B
ENSG00000172667.11,0.351789564,0.001197867,ZMAT3
ENSG00000144161.13,0.351841849,0.085191334,ZC3H8
ENSG00000023892.11,0.351877431,0.759397572,DEF6
ENSG00000034713.8,0.352066758,0.002388742,GABARAPL2
ENSG00000227477.1,0.352084699,0.758109728,STK4-AS1
ENSG00000164284.15,0.352145584,0.027478486,GRPEL2
ENSG00000156958.15,0.352146066,0.088307116,GALK2
ENSG00000135631.16,0.352522478,0.001946397,RAB11FIP5
ENSG00000243646.10,0.352571594,0.057821365,IL10RB
ENSG00000086232.13,0.352754334,2.67E-05,EIF2AK1
ENSG00000177917.10,0.352829509,0.063582762,ARL6IP6
ENSG00000169612.4,0.353093826,0.020875582,RAMAC
ENSG00000103152.11,0.353684285,0.000587854,MPG
ENSG00000150457.9,0.353797316,0.009309255,LATS2
ENSG00000166821.9,0.353882559,0.325953787,PEX11A
ENSG00000042445.14,0.353993759,1.08E-07,RETSAT
ENSG00000111684.11,0.354020328,0.013845561,LPCAT3
ENSG00000171823.7,0.35412519,0.062497023,FBXL14
ENSG00000069493.15,0.354296198,0.616724842,CLEC2D
ENSG00000258659.6,0.354414421,0.877473274,TRIM34
ENSG00000162769.13,0.354820433,0.175687274,FLVCR1
ENSG00000177888.7,0.354846523,0.008845749,ZBTB41
ENSG00000110330.8,0.354983845,0.009900041,BIRC2
ENSG00000196951.11,0.355035428,0.774075853,SCOC-AS1
ENSG00000101391.21,0.355048774,0.008227312,CDK5RAP1
ENSG00000088298.13,0.355182252,0.00144076,EDEM2
ENSG00000189042.13,0.355599753,0.401154106,ZNF567
ENSG00000119927.14,0.355680635,0.003562649,GPAM
ENSG00000288398.1,0.355875009,0.343590812,AL109627.1
ENSG00000124783.14,0.356170027,2.00E-12,SSR1
ENSG00000132964.12,0.356448001,0.006975234,CDK8
ENSG00000247199.5,0.356448605,0.615084264,AC011346.1
ENSG00000174871.11,0.356463371,0.548819651,CNIH2
ENSG00000197021.9,0.356542809,0.002236917,CXorf40B
ENSG00000178665.16,0.356727678,0.579348287,ZNF713
ENSG00000225914.3,0.356795553,0.770455779,TSBP1-AS1
ENSG00000162971.11,0.356886454,0.148859689,TYW5
ENSG00000196715.7,0.356922566,0.000213396,VKORC1L1
ENSG00000187840.5,0.357198955,6.38E-05,EIF4EBP1
ENSG00000173320.12,0.357547919,0.138213906,STOX2
ENSG00000166313.19,0.358364351,0.001448654,APBB1
ENSG00000270157.1,0.358833279,0.832416457,AC004918.4
ENSG00000140545.15,0.358917585,2.16E-19,MFGE8
ENSG00000178074.6,0.358949804,0.004556847,C2orf69
ENSG00000273117.1,0.359172027,0.624689151,AC144652.1
ENSG00000214184.3,0.359330207,0.830224604,GCC2-AS1
ENSG00000286293.1,0.359330207,0.830224604,AP005901.5
ENSG00000224238.2,0.359348815,0.765589199,WARS2-IT1
ENSG00000120910.14,0.359351412,0.222275215,PPP3CC
ENSG00000177380.14,0.359488212,0.022750335,PPFIA3
ENSG00000232677.8,0.359623262,0.363724741,LINC00665
ENSG00000232527.8,0.359909377,0.514672389,LINC02802
ENSG00000186951.16,0.359912598,0.000370346,PPARA
ENSG00000213930.11,0.359946534,0.112732459,GALT
ENSG00000066926.11,0.360056877,0.00917758,FECH
ENSG00000186187.12,0.360250956,0.072607375,ZNRF1
ENSG00000170234.13,0.36038028,0.073326371,PWWP2A
ENSG00000264575.1,0.360490305,0.576154593,LINC00526
ENSG00000115839.17,0.360980092,5.40E-06,RAB3GAP1
ENSG00000138463.9,0.3612061,0.065782897,SLC49A4
ENSG00000159674.12,0.361385833,0.762057024,SPON2
ENSG00000178567.8,0.36154228,0.047593142,EPM2AIP1
ENSG00000112837.17,0.361769765,0.507892128,TBX18
ENSG00000226007.3,0.362327125,0.845211767,BX005266.2
ENSG00000141540.11,0.36252592,2.65E-10,TTYH2
ENSG00000078967.13,0.362803251,0.225080608,UBE2D4
ENSG00000198604.11,0.363024443,0.028465023,BAZ1A
ENSG00000106009.16,0.363192797,0.013941727,BRAT1
ENSG00000154263.17,0.363276069,0.827760153,ABCA10
ENSG00000141086.18,0.363276069,0.827760153,CTRL
ENSG00000272129.1,0.363276069,0.827760153,AL359715.3
ENSG00000161217.12,0.363694663,2.99E-05,PCYT1A
ENSG00000075945.13,0.364758646,0.00364136,KIFAP3
ENSG00000147471.12,0.36486567,0.000838229,PLPBP
ENSG00000161914.10,0.365240923,0.53222162,ZNF653
ENSG00000197930.13,0.365289348,0.000837149,ERO1A
ENSG00000274559.3,0.365800075,0.633177793,CU639417.1
ENSG00000262587.2,0.366996763,0.827089276,AC133552.2
ENSG00000171116.7,0.366996763,0.827089276,HSFX1
ENSG00000281183.1,0.366996763,0.827089276,NPTN-IT1
ENSG00000167977.9,0.366999542,0.002417325,KCTD5
ENSG00000112078.14,0.367230304,4.81E-07,KCTD20
ENSG00000110497.14,0.367248207,0.002289258,AMBRA1
ENSG00000138399.18,0.367534634,0.041971792,FASTKD1
ENSG00000100299.18,0.367752917,0.000236417,ARSA
ENSG00000171055.15,0.368259264,0.005997691,FEZ2
ENSG00000068400.13,0.368264941,0.007930068,GRIPAP1
ENSG00000132256.19,0.368353074,0.196244694,TRIM5
ENSG00000110651.11,0.368538383,1.98E-13,CD81
ENSG00000197380.11,0.368688444,0.12603804,DACT3
ENSG00000169660.16,0.368996612,0.112453326,HEXD
ENSG00000165733.8,0.369098766,3.25E-06,BMS1
ENSG00000143924.19,0.369237059,2.54E-08,EML4
ENSG00000124222.22,0.369349577,3.23E-07,STX16
ENSG00000279233.1,0.369550053,0.76131926,AC122688.3
ENSG00000173409.14,0.369745733,0.032248531,ARV1
ENSG00000204525.16,0.370448596,3.71E-12,HLA-C
ENSG00000093167.18,0.370649804,0.008019126,LRRFIP2
ENSG00000284770.2,0.370835291,0.306397414,TBCE
ENSG00000168026.18,0.370968705,0.774870234,TTC21A
ENSG00000253203.6,0.371283592,0.827677479,GUSBP3
ENSG00000165424.7,0.371465252,2.62E-06,ZCCHC24
ENSG00000198597.9,0.371519373,0.417020453,ZNF536
ENSG00000189046.11,0.371848329,0.040878952,ALKBH2
ENSG00000114648.12,0.372405516,0.012521532,KLHL18
ENSG00000152942.19,0.372485153,0.007863116,RAD17
ENSG00000198198.17,0.373015736,0.003194219,SZT2
ENSG00000087258.15,0.373379636,0.000520668,GNAO1
ENSG00000204681.11,0.373461799,0.218585894,GABBR1
ENSG00000231908.1,0.373568001,0.762057024,IDH1-AS1
ENSG00000096717.12,0.373597705,0.015801722,SIRT1
ENSG00000274750.2,0.374098249,0.702871465,HIST1H3E
ENSG00000196576.15,0.374294222,1.64E-11,PLXNB2
ENSG00000235944.8,0.37432584,0.701350833,ZNF815P
ENSG00000105778.19,0.374414376,0.000644371,AVL9
ENSG00000163214.21,0.374453003,0.002062197,DHX57
ENSG00000127603.27,0.374487775,9.45E-16,MACF1
ENSG00000139505.11,0.37463004,0.000391727,MTMR6
ENSG00000221914.11,0.374726046,6.17E-06,PPP2R2A
ENSG00000147614.4,0.374793914,0.049360583,ATP6V0D2
ENSG00000215012.9,0.374818644,0.002204138,RTL10
ENSG00000137955.16,0.374875322,3.92E-05,RABGGTB
ENSG00000277027.1,0.374971576,0.819634193,RMRP
ENSG00000213904.9,0.375241846,0.538271751,LIPE-AS1
ENSG00000129422.14,0.375794981,9.69E-05,MTUS1
ENSG00000282988.2,0.375944509,0.71424834,AL031777.3
ENSG00000234814.8,0.375979566,0.832346281,SVIL2P
ENSG00000100426.7,0.376058127,6.36E-06,ZBED4
ENSG00000112294.13,0.376463532,0.261160811,ALDH5A1
ENSG00000182534.13,0.376763844,4.31E-10,MXRA7
ENSG00000078237.7,0.376992876,0.000260182,TIGAR
ENSG00000168538.16,0.377622484,0.003133657,TRAPPC11
ENSG00000186496.12,0.378033787,0.653289292,ZNF396
ENSG00000120519.14,0.378194823,0.435967784,SLC10A7
ENSG00000083635.8,0.378195667,0.048164777,NUFIP1
ENSG00000112079.9,0.378295424,0.01138146,STK38
ENSG00000140391.15,0.378581846,1.84E-18,TSPAN3
ENSG00000141642.9,0.378730275,0.302532114,ELAC1
ENSG00000274349.4,0.378835643,0.302183541,ZNF658
ENSG00000091317.8,0.378893765,2.64E-06,CMTM6
ENSG00000188662.6,0.378932645,0.05783487,HILS1
ENSG00000139163.16,0.379268236,2.10E-06,ETNK1
ENSG00000173918.15,0.379730005,0.031592507,C1QTNF1
ENSG00000276075.1,0.380119266,0.757029811,AC027682.6
ENSG00000176402.6,0.380119266,0.757029811,GJC3
ENSG00000166704.11,0.38012296,0.492246977,ZNF606
ENSG00000273213.3,0.38016962,0.121219201,HIST2H3PS2
ENSG00000153395.10,0.381207067,1.32E-30,LPCAT1
ENSG00000166562.9,0.381229921,1.02E-05,SEC11C
ENSG00000215788.10,0.381291153,0.837059138,TNFRSF25
ENSG00000204282.4,0.381607981,0.373005525,TNRC6C-AS1
ENSG00000171928.14,0.381632375,0.012857581,TVP23B
ENSG00000129518.9,0.382563693,0.039813397,EAPP
ENSG00000117394.23,0.382645946,7.52E-05,SLC2A1
ENSG00000099942.13,0.382649496,4.78E-09,CRKL
ENSG00000268895.6,0.382901453,0.202969054,A1BG-AS1
ENSG00000214756.8,0.383014933,0.401413479,CSKMT
ENSG00000138430.16,0.383086708,2.10E-12,OLA1
ENSG00000284194.2,0.383109871,0.006187191,SCO2
ENSG00000149761.9,0.383523299,0.033122562,NUDT22
ENSG00000140386.13,0.383572466,0.102611912,SCAPER
ENSG00000079805.16,0.383719729,7.30E-09,DNM2
ENSG00000105829.13,0.384056763,0.021675156,BET1
ENSG00000137312.15,0.384529095,1.63E-16,FLOT1
ENSG00000142784.16,0.385552465,4.23E-06,WDTC1
ENSG00000151611.16,0.385802878,0.388163685,MMAA
ENSG00000254226.6,0.386336462,0.831480262,LINC01933
ENSG00000131848.9,0.386817285,0.410783657,ZSCAN5A
ENSG00000127452.9,0.387201189,0.159294569,FBXL12
ENSG00000166130.15,0.387465627,0.004729645,IKBIP
ENSG00000130559.19,0.387475285,0.000156039,CAMSAP1
ENSG00000168092.14,0.387704445,1.60E-06,PAFAH1B2
ENSG00000259332.3,0.387880615,0.364305555,ST20-MTHFS
ENSG00000115806.13,0.387994962,2.32E-08,GORASP2
ENSG00000261717.5,0.388309115,0.918229753,AC009163.5
ENSG00000286427.1,0.388601378,0.577449664,AC009486.2
ENSG00000126522.17,0.389021095,0.017184128,ASL
ENSG00000178502.6,0.38914108,0.156889516,KLHL11
ENSG00000123815.12,0.389148093,0.013907019,COQ8B
ENSG00000054967.13,0.389528558,0.001255831,RELT
ENSG00000105808.17,0.389558274,0.028087546,RASA4
ENSG00000112308.13,0.389593127,1.89E-05,C6orf62
ENSG00000142396.10,0.389804103,0.012228137,ERVK3-1
